user_id,nickname,gender,age,occupation,interests,region,device_type,register_time
user_91756372,楚玉华,0,23,待业,"['电影', '运动', '艺术', '音乐']",广东,Android,2015-09-19 16:20:47
user_97881940,顾建军,0,26,自由职业者,"['教育', '旅行', '运动']",浙江,Windows,2016-09-14 10:36:11
user_18978166,霍军,1,26,学生,"['宠物', '教育', '其他', '阅读', '音乐']",河南,iOS,2018-08-16 16:28:08
user_81304964,张桂芳,1,56,学生,"['电影', '音乐']",四川,Android,2015-12-28 19:08:52
user_23937398,刘红梅,0,19,学生,"['游戏', '电影', '美食', '旅行', '时尚']",广东,Android,2016-05-11 10:27:54
user_29413238,俞莹,1,50,自由职业者,"['教育', '电影', '旅行']",广西,Windows,2015-07-31 12:13:37
user_77389483,刘建华,0,27,学生,"['电影', '美食', '旅行', '其他', '音乐']",山东,iOS,2017-05-30 00:20:34
user_53348690,江桂芝,1,58,企业职员,"['电影', '阅读', '旅行']",湖北,iOS,2015-03-03 08:38:04
user_30663504,鲍晶,2,48,自由职业者,"['美食', '旅行', '运动', '摄影', '音乐']",广东,Windows,2017-05-13 03:24:35
user_92674882,王玲,1,42,事业单位员工,"['美食', '运动', '其他', '阅读', '音乐']",安徽,Android,2016-09-01 04:46:33
user_32928282,张梅,1,22,自由职业者,"['游戏', '电影', '美食', '运动']",新疆,Android,2020-06-18 00:32:33
user_75658458,陈浩,0,20,企业职员,"['电影', '旅行', '音乐']",山西,iOS,2015-03-29 05:15:57
user_82199713,秦健,0,41,自由职业者,"['电影', '美食', '运动']",重庆,Windows,2016-08-10 18:40:37
user_16826570,刘明,1,19,其他,"['电影', '教育', '运动', '其他', '音乐']",山东,iOS,2016-03-09 21:36:37
user_48831514,宋艳,1,24,学生,"['电影', '阅读', '旅行']",浙江,iOS,2016-12-16 02:57:51
user_23706285,杨芳,1,36,事业单位员工,"['美食', '艺术', '其他', '科技', '摄影', '音乐']",上海,iOS,2016-06-07 05:12:50
user_12182239,季波,0,18,学生,"['其他', '美食', '运动']",广东,Android,2017-06-08 21:33:25
user_99629068,杨瑜,0,38,自由职业者,"['电影', '美食', '运动', '音乐']",江苏,Android,2019-10-20 00:32:49
user_23523793,胡佳,1,30,学生,"['电影', '健康']",河南,iOS,2015-05-07 08:48:38
user_52878763,方雷,0,29,自由职业者,"['阅读', '摄影']",广东,Windows,2015-04-04 06:04:02
user_01359137,鞠桂荣,1,26,个体经营者,"['游戏', '电影', '美食', '运动']",安徽,Android,2015-12-19 04:10:03
user_79424018,陶雪梅,0,27,企业职员,"['旅行', '摄影', '运动']",湖北,iOS,2020-07-22 15:50:44
user_79661916,李宇,1,38,学生,"['美食', '宠物', '运动']",江西,Windows,2016-05-31 18:38:05
user_55863545,易雪梅,0,18,学生,"['游戏', '阅读', '音乐']",广东,Windows,2015-11-01 19:08:05
user_44799850,李伟,0,52,学生,"['电影', '美食', '健康']",上海,iOS,2015-04-19 01:27:06
user_40688345,冉玉梅,0,29,企业职员,"['教育', '电影', '音乐']",河北,iOS,2015-09-28 14:49:14
user_18308855,张玉梅,0,24,企业职员,"['其他', '电影', '旅行', '音乐']",浙江,iOS,2016-03-17 16:10:22
user_88455744,胡兰英,1,22,企业职员,"['游戏', '电影', '阅读']",河北,iOS,2016-11-09 17:42:57
user_80995250,孙宇,1,39,学生,"['游戏', '旅行', '运动']",广东,Windows,2018-05-30 11:38:13
user_53757327,叶玉华,1,60,企业职员,"['音乐', '美食', '旅行', '健康']",广东,iOS,2016-01-18 04:34:33
user_78874525,姜明,0,27,学生,"['电影', '阅读', '旅行']",四川,Android,2019-10-16 04:18:13
user_33800320,李红,0,48,企业职员,"['电影', '旅行', '音乐']",江苏,iOS,2015-08-31 09:06:19
user_34013149,郝红霞,1,20,企业职员,"['时尚', '旅行', '音乐']",广东,iOS,2018-07-05 04:02:00
user_79956267,雷桂花,0,60,学生,"['科技', '阅读', '摄影', '电影']",山东,Windows,2017-08-30 03:11:56
user_61771367,何利,0,43,学生,"['电影', '运动', '音乐']",山东,iOS,2018-02-08 12:33:32
user_78186830,侯秀荣,0,35,企业职员,"['美食', '旅行', '运动', '其他', '阅读', '摄影']",浙江,iOS,2018-10-31 18:55:42
user_94786604,翁林,1,28,学生,"['电影', '运动']",四川,iOS,2015-10-05 20:53:10
user_34003324,程琴,0,27,退休,"['电影', '摄影', '运动', '音乐']",安徽,iOS,2015-12-27 14:32:57
user_38765151,裴平,0,48,事业单位员工,"['电影', '科技', '音乐']",四川,Windows,2016-10-04 15:09:03
user_80571900,田春梅,0,43,自由职业者,"['游戏', '科技', '美食']",浙江,Android,2016-11-03 13:18:25
user_31634093,廖瑞,1,35,学生,"['教育', '电影', '游戏']",上海,Android,2019-02-21 14:56:48
user_03052961,张超,0,21,学生,"['电影', '美食', '科技', '阅读', '音乐']",江苏,Android,2017-03-19 16:06:11
user_41845759,祁桂芝,0,26,学生,"['游戏', '电影', '教育', '艺术', '时尚', '阅读']",上海,Android,2016-06-04 19:15:45
user_89531312,任龙,0,27,学生,"['电影', '艺术', '音乐']",江苏,Android,2020-04-04 08:57:50
user_22733672,张想,1,20,学生,"['电影', '美食', '运动']",湖南,iOS,2019-02-02 13:38:06
user_85348026,黄红,0,33,个体经营者,"['美食', '艺术', '运动', '阅读', '音乐']",广东,Windows,2016-07-02 08:03:56
user_36519845,林涛,1,45,企业职员,"['电影', '美食', '运动', '其他', '音乐']",江苏,Windows,2019-05-10 02:54:25
user_37897632,王莹,0,43,企业职员,"['健康', '教育', '美食', '旅行', '运动', '音乐']",山东,Android,2015-09-16 21:36:59
user_70283191,李霞,0,52,企业职员,"['时尚', '旅行', '电影', '音乐']",四川,Android,2015-07-28 05:09:26
user_92832591,邓文,1,46,企业职员,"['美食', '旅行', '音乐']",广西,Android,2018-05-07 13:02:54
user_61084893,易秀兰,1,30,学生,"['美食', '阅读', '音乐']",河南,iOS,2019-09-29 23:27:10
user_15685470,刘明,1,30,企业职员,"['时尚', '旅行', '摄影', '音乐']",浙江,Android,2019-04-11 04:50:30
user_73968093,郭丽娟,1,28,学生,"['健康', '美食', '科技', '摄影', '音乐']",江苏,Android,2015-10-31 00:38:23
user_01767816,王雪,0,51,个体经营者,"['美食', '旅行', '其他', '科技', '音乐']",浙江,iOS,2017-06-17 18:30:03
user_30503187,李莉,1,20,企业职员,"['教育', '美食', '科技', '阅读', '音乐']",江苏,Android,2015-05-25 03:37:59
user_65695919,王云,1,21,个体经营者,"['游戏', '其他', '科技', '阅读', '音乐']",山东,Android,2015-07-19 19:41:42
user_43997652,茹艳,0,47,企业职员,"['电影', '运动', '艺术', '其他', '音乐']",江苏,Windows,2017-04-13 20:39:12
user_33406073,俞丽丽,2,38,自由职业者,"['其他', '电影', '阅读']",河南,iOS,2015-09-13 01:10:20
user_94102094,王超,0,56,企业职员,"['电影', '艺术', '运动', '时尚', '音乐']",上海,Android,2016-06-22 00:50:40
user_85830325,何红梅,0,51,事业单位员工,"['教育', '电影', '阅读', '音乐']",北京,Android,2016-01-17 03:56:51
user_92029178,廖楠,0,45,自由职业者,"['运动', '音乐']",广东,Android,2015-08-15 22:15:36
user_60932893,魏秀华,0,19,企业职员,"['电影', '旅行', '运动']",山东,Windows,2016-11-09 23:44:27
user_41255671,余帅,0,57,企业职员,"['电影', '摄影', '运动', '音乐']",广东,Windows,2017-12-19 03:19:57
user_91590219,蒋秀华,1,20,自由职业者,"['其他', '阅读', '运动']",福建,Windows,2019-06-30 17:56:29
user_65365829,陶宁,1,21,企业职员,"['旅行', '运动']",安徽,iOS,2015-06-29 19:04:12
user_86669819,高建军,1,48,学生,"['美食', '运动', '艺术', '音乐']",广东,Android,2015-08-04 19:43:24
user_44670365,李华,1,23,个体经营者,"['教育', '阅读', '音乐']",江苏,iOS,2015-06-21 23:22:56
user_39769790,时桂兰,0,55,企业职员,"['电影', '阅读', '科技', '音乐']",湖北,Windows,2016-03-24 17:38:10
user_29705928,王华,0,24,企业职员,"['科技', '阅读', '运动', '音乐']",江苏,Windows,2017-12-01 18:21:58
user_85810129,宋超,0,41,自由职业者,"['其他', '电影', '美食', '音乐']",河北,Windows,2016-12-20 04:49:41
user_71789501,田利,0,52,企业职员,"['音乐', '健康']",浙江,iOS,2018-01-17 07:38:04
user_65930720,赵桂芳,0,50,学生,"['游戏', '电影', '旅行']",浙江,Windows,2015-12-29 10:20:33
user_16612440,李淑珍,2,38,自由职业者,"['阅读', '运动', '音乐']",广西,Android,2019-02-12 12:56:24
user_29543800,张杨,0,39,自由职业者,"['电影', '旅行', '科技']",广西,Windows,2019-12-03 23:38:10
user_46573925,郭飞,1,51,自由职业者,"['教育', '电影']",河北,iOS,2018-06-23 20:52:31
user_33472790,谢桂兰,0,38,企业职员,"['阅读', '运动']",江苏,iOS,2016-03-10 12:38:08
user_66151024,张秀珍,1,23,个体经营者,"['科技', '旅行', '时尚', '运动']",浙江,iOS,2016-11-18 15:45:44
user_94795799,朱萍,1,19,企业职员,"['电影', '美食', '运动', '其他', '音乐']",山东,Android,2017-05-19 13:38:57
user_65168425,支秀梅,0,29,企业职员,"['旅行', '音乐']",广东,iOS,2018-05-04 04:29:48
user_57335830,赵冬梅,0,21,企业职员,"['教育', '美食', '健康']",安徽,Android,2016-12-20 01:57:58
user_19128919,杜兰英,0,46,学生,"['美食', '音乐']",北京,iOS,2018-09-01 11:44:24
user_45005928,张雪,1,31,企业职员,"['美食', '旅行', '运动']",四川,Windows,2015-12-24 05:54:15
user_64794437,石秀云,0,42,企业职员,"['教育', '旅行', '音乐']",山东,Android,2019-01-12 15:49:20
user_81540001,张艳,0,23,自由职业者,"['电影', '教育', '美食', '艺术', '其他', '科技']",广东,Android,2017-11-27 03:27:30
user_12966518,刘玉兰,1,47,自由职业者,"['时尚', '摄影', '电影', '健康']",江苏,Android,2015-06-15 14:51:18
user_95919166,吴丹丹,1,25,学生,"['时尚', '阅读', '音乐']",河北,Android,2018-02-19 18:50:29
user_65295168,张浩,2,41,退休,"['其他', '健康', '旅行', '音乐']",浙江,Windows,2015-05-27 12:40:20
user_01873131,尹旭,1,20,自由职业者,"['电影', '宠物', '教育', '运动', '音乐']",四川,iOS,2020-07-08 12:37:41
user_42079450,金璐,0,60,学生,"['运动', '音乐']",浙江,iOS,2018-09-23 07:06:21
user_14322911,王秀云,0,42,自由职业者,"['教育', '阅读', '旅行', '运动']",广东,Windows,2017-01-22 14:39:50
user_68518678,程林,1,25,自由职业者,"['宠物', '旅行', '运动', '科技', '音乐']",陕西,Android,2017-02-15 21:19:54
user_58036655,谢桂芝,0,31,企业职员,"['运动', '艺术', '音乐']",安徽,Android,2017-04-17 23:09:08
user_46520101,陆桂芝,0,46,事业单位员工,"['游戏', '旅行', '运动', '音乐']",广东,iOS,2016-06-30 17:01:42
user_42939867,侯丽娟,1,48,学生,"['时尚', '美食', '运动', '音乐']",辽宁,Windows,2015-05-10 17:07:38
user_11806444,李秀荣,0,35,学生,"['游戏', '电影', '音乐', '科技']",青海,Android,2015-01-30 19:30:22
user_38712122,陈建军,1,25,学生,"['科技', '电影', '运动', '音乐']",上海,Windows,2015-10-20 16:42:47
user_80747072,张秀兰,0,53,学生,"['游戏', '电影', '美食', '其他']",广东,Windows,2017-12-08 23:43:37
user_11649337,刘秀荣,1,35,企业职员,"['音乐', '健康', '教育', '时尚', '科技']",浙江,Android,2015-08-12 17:39:41
user_19734252,刘丽华,0,30,自由职业者,"['美食', '摄影', '运动', '音乐']",湖南,Windows,2015-09-17 17:06:50
user_87119380,李云,1,47,自由职业者,"['其他', '电影', '旅行', '宠物']",陕西,Windows,2015-10-30 06:26:55
user_70905698,辛龙,0,54,学生,"['电影', '阅读', '摄影']",浙江,Android,2016-06-17 02:50:26
user_96978174,杜春梅,0,25,自由职业者,"['其他', '电影', '运动']",北京,iOS,2018-09-13 21:03:27
user_03321556,祝佳,0,18,企业职员,"['电影', '时尚', '旅行', '科技', '音乐']",安徽,Android,2017-01-26 17:05:22
user_87973458,王凯,0,37,事业单位员工,"['其他', '旅行', '音乐']",湖南,iOS,2016-06-04 08:09:08
user_25381254,孙俊,0,38,学生,"['阅读', '运动', '音乐']",吉林,iOS,2015-01-10 11:21:53
user_62314019,雷阳,1,18,企业职员,"['美食', '旅行', '音乐']",广东,Android,2017-08-11 21:42:48
user_40371198,司建,1,58,学生,"['时尚', '宠物', '运动']",河南,Windows,2016-08-13 06:16:10
user_75493807,赵楠,1,54,学生,"['电影', '美食', '音乐']",上海,Windows,2016-07-29 14:59:45
user_20317549,全建平,1,23,学生,"['阅读', '旅行', '宠物']",广东,Windows,2016-03-12 22:15:28
user_83571814,陈岩,0,36,自由职业者,"['美食', '旅行', '运动', '时尚', '音乐']",安徽,iOS,2020-11-22 13:32:07
user_95634422,李旭,1,55,事业单位员工,"['其他', '电影', '旅行']",吉林,Windows,2018-12-01 23:12:28
user_55499774,祁慧,1,40,其他,"['美食', '阅读', '音乐']",福建,Android,2019-08-06 11:14:19
user_77778785,张林,1,18,学生,"['电影', '音乐']",河北,Android,2020-09-13 23:37:46
user_21387720,陈欣,1,29,企业职员,"['游戏', '电影']",河北,Android,2015-08-27 00:46:16
user_18744438,赵丹,0,56,自由职业者,"['电影', '阅读', '音乐']",广东,iOS,2015-09-27 05:05:59
user_22870017,孙英,2,25,企业职员,"['时尚', '美食', '电影']",广东,Windows,2017-05-11 23:28:17
user_68830352,郭波,1,27,企业职员,"['电影', '美食', '其他', '摄影', '音乐']",湖南,iOS,2019-07-04 15:04:46
user_01071015,李琴,2,40,企业职员,"['科技', '阅读', '音乐']",河南,Windows,2015-09-18 17:50:30
user_97240012,陈阳,0,44,个体经营者,"['科技', '旅行', '艺术', '运动']",河北,Windows,2015-01-08 02:43:46
user_95650354,杨桂香,0,34,其他,"['其他', '电影', '健康', '音乐']",江苏,Android,2015-07-06 20:45:01
user_47599087,孙玲,0,42,学生,"['电影', '摄影', '音乐']",广东,Android,2017-10-21 15:10:32
user_11148524,张欣,0,43,个体经营者,"['电影', '运动', '科技']",广东,Android,2015-05-22 07:27:48
user_86161048,冯欣,0,37,自由职业者,"['其他', '美食', '运动', '音乐']",山东,iOS,2019-03-08 01:41:21
user_70982047,刘宁,0,23,企业职员,"['时尚', '阅读', '科技']",河南,Android,2016-10-08 17:51:05
user_70431325,姜玉兰,0,18,企业职员,"['美食', '运动', '音乐']",河南,iOS,2016-11-22 14:01:13
user_62185301,白秀云,1,33,学生,"['电影', '阅读', '科技']",浙江,Windows,2015-11-10 21:40:35
user_98616826,王海燕,0,59,企业职员,"['阅读', '旅行', '运动']",浙江,Android,2019-09-28 09:29:38
user_82454386,张欣,2,58,企业职员,"['电影', '旅行', '运动']",江苏,iOS,2018-09-26 22:29:23
user_15683898,骆平,0,41,学生,"['阅读', '音乐']",河南,Windows,2017-08-13 03:55:48
user_08257123,阮桂珍,0,25,学生,"['科技', '旅行', '摄影']",贵州,Android,2017-05-18 07:02:20
user_16636308,叶明,0,59,退休,"['电影', '运动', '音乐']",江苏,Android,2019-10-19 15:23:07
user_24911699,鲜秀云,0,20,学生,"['教育', '宠物', '音乐']",四川,iOS,2015-11-28 02:14:27
user_25194013,赵帆,0,50,学生,"['运动', '音乐']",浙江,Android,2019-04-21 22:10:09
user_27740510,刘明,1,24,企业职员,"['电影', '宠物', '运动', '科技', '音乐']",山西,Android,2016-07-25 15:39:10
user_91292885,王萍,0,27,事业单位员工,"['美食', '旅行', '运动', '阅读', '音乐']",福建,Android,2016-03-24 23:07:44
user_73777038,滕莹,0,25,企业职员,"['美食', '音乐']",河南,Windows,2017-03-03 08:25:10
user_06098031,温淑珍,0,50,学生,"['阅读', '运动']",广东,iOS,2017-04-24 13:59:38
user_72573412,林波,1,24,学生,"['其他', '游戏', '旅行', '摄影']",江苏,Windows,2017-02-21 09:22:34
user_81766577,倪艳,1,19,学生,"['电影', '科技', '时尚', '阅读', '音乐']",山东,iOS,2020-08-08 08:59:57
user_42769990,王鹏,1,31,企业职员,"['电影', '美食', '旅行', '音乐']",广东,Android,2020-12-28 08:35:50
user_33231028,王斌,1,23,个体经营者,"['游戏', '美食', '旅行', '艺术', '其他']",河南,Windows,2019-07-10 06:32:19
user_85365677,蒲建平,1,33,企业职员,"['电影', '教育', '旅行', '阅读', '摄影']",山东,Windows,2020-12-27 04:52:56
user_26192032,梁婷,1,48,自由职业者,"['阅读', '运动', '健康']",北京,Windows,2017-11-30 18:06:13
user_85765347,白明,0,38,企业职员,"['科技', '阅读', '电影', '音乐']",山东,Android,2017-02-22 01:29:56
user_55359688,李斌,0,22,企业职员,"['科技', '音乐']",广东,Windows,2018-07-27 10:31:34
user_47317618,梁玉华,0,56,学生,"['电影', '阅读', '旅行', '运动']",浙江,Windows,2015-06-03 07:10:12
user_60657906,陈杰,0,58,自由职业者,"['旅行', '运动', '科技', '阅读', '摄影']",山东,iOS,2017-12-31 20:26:04
user_97905243,刘英,0,59,事业单位员工,"['其他', '美食', '运动']",浙江,Android,2016-01-11 20:37:47
user_11886184,杨玉华,0,31,个体经营者,"['教育', '电影', '时尚', '音乐']",河北,Android,2020-12-23 23:05:04
user_59084429,刘敏,1,35,学生,"['音乐', '电影', '健康']",浙江,Android,2015-11-10 16:52:53
user_68632025,田桂荣,1,39,个体经营者,"['阅读', '摄影', '音乐']",广东,Android,2020-02-10 06:25:45
user_26592866,骆娜,0,44,学生,"['电影', '宠物', '旅行', '运动', '其他', '音乐']",湖南,iOS,2017-05-29 17:13:22
user_59554336,朱杰,0,24,自由职业者,"['电影', '运动']",重庆,iOS,2017-09-22 07:32:29
user_69681253,黄伟,0,24,学生,"['科技', '摄影', '电影', '运动']",湖南,Android,2019-03-09 16:26:00
user_63730563,冯博,1,55,学生,"['电影', '摄影', '宠物', '运动']",四川,Windows,2015-01-06 18:22:03
user_88525361,封楠,1,40,事业单位员工,"['阅读', '美食', '音乐']",山东,Windows,2016-10-31 02:56:38
user_05510271,卓荣,1,42,自由职业者,"['教育', '电影']",江苏,Android,2018-06-22 04:05:00
user_84268795,李淑英,0,49,企业职员,"['其他', '电影', '旅行']",四川,Android,2016-02-28 19:06:49
user_55622794,范建军,1,44,企业职员,"['科技', '阅读', '美食']",湖北,Android,2015-12-12 10:13:08
user_24347976,丁建国,1,58,企业职员,"['其他', '科技', '摄影', '运动']",山东,Android,2019-07-06 03:37:19
user_09267913,顾淑珍,1,27,事业单位员工,"['其他', '旅行', '音乐']",浙江,Android,2016-09-20 02:59:46
user_41380019,史建军,0,26,自由职业者,"['教育', '科技', '运动']",山东,Windows,2015-02-28 18:46:31
user_83836090,罗俊,0,37,自由职业者,"['时尚', '电影', '运动']",江苏,iOS,2019-10-04 14:42:51
user_21841923,祖秀英,0,46,自由职业者,"['游戏', '教育', '美食']",陕西,Windows,2020-08-25 19:55:59
user_88552217,夏秀华,0,34,自由职业者,"['电影', '运动', '艺术', '其他', '科技']",陕西,Windows,2017-10-15 03:08:26
user_00190582,盛雪梅,1,28,企业职员,"['教育', '艺术', '运动']",河南,iOS,2019-01-17 02:28:43
user_23764739,黄帅,1,24,事业单位员工,"['电影', '健康', '美食', '科技', '音乐']",湖南,Windows,2015-07-06 18:05:04
user_80118577,薛丽华,0,52,学生,"['教育', '运动', '音乐']",重庆,Android,2016-03-02 12:57:09
user_13568935,施佳,0,30,自由职业者,"['电影', '美食', '旅行']",重庆,Android,2017-02-20 00:41:20
user_99616999,杨秀荣,1,21,个体经营者,"['运动', '科技', '阅读', '摄影', '音乐']",浙江,Windows,2019-01-03 10:17:58
user_13351531,成洁,0,40,学生,"['游戏', '电影', '运动']",江苏,Android,2017-11-23 22:18:16
user_63970387,陈利,0,38,企业职员,"['教育', '美食', '旅行', '运动', '阅读', '音乐']",山东,Android,2016-02-21 13:08:11
user_07339001,王英,0,26,自由职业者,"['教育', '美食', '健康']",浙江,Android,2016-02-09 20:24:49
user_65458092,朱敏,0,42,学生,"['电影', '阅读', '运动']",广东,Android,2016-12-09 10:29:02
user_16295366,田淑华,1,20,学生,"['游戏', '电影', '美食']",江苏,Android,2018-10-05 20:53:06
user_31433933,赵建国,0,38,自由职业者,"['教育', '美食', '宠物']",广东,iOS,2015-11-24 11:56:18
user_14885876,李华,1,40,自由职业者,"['教育', '电影', '时尚', '科技']",安徽,Windows,2019-11-26 13:41:05
user_00947389,韩雷,1,23,学生,"['电影', '旅行', '运动', '其他', '音乐']",广东,iOS,2017-08-15 19:19:11
user_41538922,王浩,1,27,企业职员,"['旅行', '音乐']",宁夏,Windows,2020-01-01 23:44:09
user_75785530,李晶,1,42,企业职员,"['电影', '美食', '运动', '艺术', '阅读']",四川,Android,2016-10-03 06:51:39
user_49877888,赵桂芳,1,53,事业单位员工,"['电影', '教育', '美食', '运动', '阅读']",四川,iOS,2015-10-20 21:32:29
user_60344802,韦浩,0,43,其他,"['电影', '美食', '旅行', '运动', '科技', '音乐']",浙江,Windows,2018-06-29 19:01:59
user_50852232,万伟,0,30,个体经营者,"['阅读', '美食', '音乐']",河南,Windows,2017-09-03 00:18:30
user_06381036,蔡想,1,40,企业职员,"['电影', '美食', '旅行']",湖北,Android,2020-10-01 19:11:39
user_21812491,田淑珍,0,36,自由职业者,"['游戏', '时尚', '美食']",河南,Android,2018-04-20 12:59:27
user_18231924,汪秀云,0,38,自由职业者,"['游戏', '电影', '运动']",四川,iOS,2015-07-23 21:01:57
user_27026668,张红霞,1,26,学生,"['美食', '旅行', '运动', '其他', '音乐']",浙江,Windows,2020-09-06 11:18:32
user_04271922,刘燕,0,27,学生,"['电影', '宠物', '运动', '时尚', '阅读']",四川,iOS,2015-06-27 12:39:37
user_63626089,胡丹丹,1,32,学生,"['电影', '旅行', '运动']",浙江,iOS,2017-02-19 04:08:05
user_44766082,万畅,0,55,企业职员,"['时尚', '科技', '运动', '音乐']",山东,Windows,2016-06-14 17:43:26
user_79153975,王成,2,26,个体经营者,"['电影', '阅读', '健康']",陕西,Android,2015-08-21 14:54:40
user_81235526,金亮,1,48,企业职员,"['美食', '阅读', '音乐']",广东,iOS,2018-07-12 11:56:27
user_21265154,赵浩,1,20,企业职员,"['科技', '美食', '旅行', '运动']",广东,Android,2018-05-15 12:38:18
user_07219582,阎佳,0,52,企业职员,"['电影', '美食', '运动', '科技', '音乐']",福建,Android,2016-04-23 18:56:43
user_97893003,王芳,1,26,企业职员,"['游戏', '美食', '阅读', '音乐']",广东,iOS,2019-07-22 13:33:05
user_92859904,张燕,0,20,个体经营者,"['电影', '美食', '旅行', '运动']",江苏,iOS,2015-07-17 14:39:52
user_04377504,邓玉华,1,26,学生,"['游戏', '阅读', '美食', '音乐']",江苏,Windows,2017-12-21 13:49:21
user_32281775,陈鑫,0,18,退休,"['电影', '美食', '音乐']",浙江,Windows,2015-06-07 03:15:41
user_27418156,周洋,0,27,个体经营者,"['电影', '美食', '旅行', '运动', '其他', '时尚']",河北,iOS,2015-06-15 06:10:45
user_84371013,刘波,1,36,学生,"['电影', '宠物', '科技']",山东,iOS,2018-08-16 12:19:29
user_64762847,潘慧,0,58,企业职员,"['电影', '阅读', '运动']",广东,Android,2017-01-20 21:44:05
user_21047139,樊莹,0,20,自由职业者,"['电影', '阅读', '摄影', '科技']",湖北,Android,2015-02-21 19:00:15
user_04873210,张秀英,0,52,个体经营者,"['游戏', '电影', '科技']",湖北,Android,2016-10-11 06:13:58
user_14643523,许凤英,0,18,学生,"['教育', '美食', '运动', '音乐']",浙江,iOS,2019-05-25 20:36:56
user_92320888,陈丽娟,0,36,企业职员,"['电影', '美食']",江西,Android,2015-10-24 11:01:00
user_14559581,陈萍,1,57,学生,"['科技', '美食', '阅读', '运动']",北京,iOS,2016-12-24 06:45:40
user_03052094,汪淑兰,0,30,学生,"['其他', '摄影', '音乐']",河北,iOS,2019-05-15 07:09:25
user_39848917,汤林,0,51,事业单位员工,"['电影', '运动', '音乐']",浙江,iOS,2018-09-02 12:15:01
user_74171138,贾建平,1,25,企业职员,"['电影', '旅行', '运动', '摄影', '音乐']",河北,Windows,2015-07-30 00:18:18
user_27003791,周杰,2,43,企业职员,"['电影', '科技', '音乐']",河南,iOS,2018-06-29 10:41:26
user_88151190,杨瑜,1,23,学生,"['运动', '音乐']",广东,Android,2020-11-25 12:29:11
user_41113117,陶玉珍,0,41,企业职员,"['科技', '美食', '电影', '音乐']",河北,Windows,2015-07-12 07:07:17
user_54959467,陆冬梅,1,52,学生,"['教育', '旅行', '运动', '摄影', '音乐']",江苏,Windows,2018-12-12 09:18:19
user_93920939,何鹏,1,38,企业职员,"['其他', '电影', '游戏', '运动']",黑龙江,Android,2020-08-28 10:18:00
user_57130160,梁建国,0,51,自由职业者,"['其他', '教育', '阅读', '音乐']",四川,iOS,2019-06-09 03:00:26
user_53424468,阳静,0,39,待业,"['其他', '音乐']",广东,Android,2017-03-21 06:09:04
user_10243075,李东,0,18,学生,"['电影', '阅读', '摄影', '音乐']",广东,Windows,2015-04-14 07:41:38
user_01885714,任红霞,1,35,自由职业者,"['电影', '健康', '美食', '运动', '音乐']",四川,iOS,2019-04-09 13:23:35
user_46993325,杨梅,1,18,个体经营者,"['教育', '旅行', '摄影', '音乐']",安徽,iOS,2016-02-26 15:05:42
user_88110481,张玉珍,0,54,企业职员,"['美食', '阅读', '运动']",河北,Android,2015-08-27 03:23:19
user_05868355,马娜,1,25,学生,"['游戏', '电影', '运动', '音乐']",湖南,Android,2017-06-06 09:27:08
user_97678926,许兰英,0,20,自由职业者,"['其他', '电影', '运动']",江苏,Windows,2016-04-30 09:19:05
user_02077448,范波,0,59,自由职业者,"['时尚', '运动', '音乐']",陕西,Windows,2019-04-05 02:01:54
user_17664774,刘欣,1,27,企业职员,"['音乐', '摄影', '运动', '健康']",湖南,Android,2015-01-30 02:58:46
user_83672053,王荣,1,57,待业,"['游戏', '电影', '美食', '科技']",云南,iOS,2016-08-10 09:33:07
user_53199441,岑淑英,1,47,自由职业者,"['电影', '阅读', '旅行', '运动']",浙江,iOS,2018-04-12 05:38:04
user_85635330,吕玉华,0,43,自由职业者,"['其他', '电影', '阅读', '游戏']",山东,Windows,2016-08-21 06:03:23
user_36850914,吴丽华,1,33,待业,"['时尚', '运动']",山东,Windows,2019-09-07 05:26:46
user_34425682,李云,0,53,自由职业者,"['美食', '运动', '其他', '阅读', '音乐']",河南,iOS,2017-07-22 22:02:06
user_25191858,姚瑞,1,23,个体经营者,"['科技', '阅读']",贵州,iOS,2017-06-10 06:07:57
user_06132218,王洋,1,26,学生,"['阅读', '旅行', '运动', '健康']",福建,Android,2018-08-15 05:06:38
user_87893207,黄艳,0,45,自由职业者,"['时尚', '健康', '艺术', '音乐']",福建,Windows,2016-07-21 08:07:38
user_38593225,谢志强,1,25,自由职业者,"['其他', '电影', '运动']",安徽,iOS,2015-08-31 03:19:23
user_06214412,林芳,1,27,企业职员,"['美食', '运动', '音乐']",山东,Windows,2020-03-27 02:45:21
user_06262747,王桂香,1,52,企业职员,"['其他', '教育', '音乐']",河北,Windows,2020-11-09 12:30:07
user_99363394,李丽丽,1,24,企业职员,"['电影', '摄影', '时尚']",河南,iOS,2016-11-23 09:48:14
user_27730276,鞠桂兰,1,34,学生,"['旅行', '摄影', '运动']",四川,iOS,2016-08-01 09:00:02
user_81039755,张伟,1,19,学生,"['电影', '阅读', '摄影', '音乐']",四川,iOS,2017-11-01 20:17:21
user_60190699,王秀芳,1,24,学生,"['电影', '旅行', '运动']",安徽,Windows,2016-11-06 14:27:32
user_05777706,李桂香,2,22,事业单位员工,"['电影', '旅行', '其他', '阅读', '音乐']",北京,Windows,2015-10-14 22:46:53
user_57627765,徐瑞,0,28,学生,"['科技', '运动', '音乐']",江苏,Android,2018-07-04 01:05:35
